"Year","Month","Product","State","Requirement (in Million Tonnes)","Availability (in Million Tonnes)"
"2013-14","April","UREA","Karnataka","60000.00","18075.22"
"2013-14","April","DAP","Kerala","2000.00","1880.40"
"2013-14","April","MAP","Kerala","0.00","0.00"
"2013-14","April","MOP","Kerala","10000.00","1166.19"
"2013-14","April","NPK","Kerala","14000.00","8220.39"
"2013-14","April","SSP","Kerala","0.00","38.00"
"2013-14","April","TSP","Kerala","0.00","3156.75"
"2013-14","April","UREA","Kerala","12000.00","0.00"
"2013-14","April","DAP","Lakshadeeep","0.00","0.00"
"2013-14","April","MAP","Lakshadeeep","0.00","0.00"
"2013-14","April","MOP","Lakshadeeep","0.00","0.00"
"2013-14","April","NPK","Lakshadeeep","0.00","0.00"
"2013-14","April","SSP","Lakshadeeep","0.00","0.00"
"2013-14","April","TSP","Lakshadeeep","0.00","0.00"
"2013-14","April","UREA","Lakshadeeep","0.00","0.00"
"2013-14","April","DAP","Madhya Pradesh","19800.00","57769.05"
"2013-14","April","MAP","Madhya Pradesh","0.00","0.00"
"2013-14","April","MOP","Madhya Pradesh","5400.00","761.45"
"2013-14","April","NPK","Madhya Pradesh","15400.00","18072.70"
"2013-14","April","SSP","Madhya Pradesh","6450.00","92348.06"
"2013-14","April","TSP","Madhya Pradesh","0.00","8443.85"
"2013-14","April","UREA","Madhya Pradesh","52500.00","56620.75"
"2013-14","April","DAP","Maharastra","146100.00","37915.96"
"2013-14","April","MAP","Maharastra","0.00","0.00"
"2013-14","April","MOP","Maharastra","46300.00","5122.45"
"2013-14","April","NPK","Maharastra","146100.00","47448.31"
"2013-14","April","SSP","Maharastra","77000.00","18022.16"
"2013-14","April","TSP","Maharastra","0.00","0.00"
"2013-14","April","UREA","Maharastra","238300.00","48106.53"
"2013-14","April","DAP","Manipur","300.00","0.00"
"2013-14","April","MAP","Manipur","0.00","0.00"
"2013-14","April","MOP","Manipur","200.00","0.00"
"2013-14","April","NPK","Manipur","0.00","0.00"
"2013-14","April","SSP","Manipur","100.00","0.00"
"2013-14","April","TSP","Manipur","0.00","0.00"
"2013-14","April","UREA","Manipur","3000.00","0.00"
"2013-14","April","DAP","Megalaya","250.00","0.00"
"2013-14","April","MAP","Megalaya","0.00","0.00"
"2013-14","April","MOP","Megalaya","30.00","0.00"
"2013-14","April","NPK","Megalaya","0.00","0.00"
"2013-14","April","SSP","Megalaya","500.00","0.00"
"2013-14","April","TSP","Megalaya","0.00","0.00"
"2013-14","April","UREA","Megalaya","300.00","0.00"
"2013-14","April","DAP","Mizoram","700.00","0.00"
"2013-14","April","MAP","Mizoram","0.00","0.00"
"2013-14","April","MOP","Mizoram","550.00","0.00"
"2013-14","April","NPK","Mizoram","0.00","0.00"
"2013-14","April","SSP","Mizoram","720.00","0.00"
"2013-14","April","TSP","Mizoram","0.00","0.00"
"2013-14","April","UREA","Mizoram","1350.00","0.00"
"2013-14","April","DAP","Nagaland","100.00","0.00"
"2013-14","April","MAP","Nagaland","0.00","0.00"
"2013-14","April","MOP","Nagaland","30.00","0.00"
"2013-14","April","NPK","Nagaland","0.00","0.00"
"2013-14","April","SSP","Nagaland","40.00","0.00"
"2013-14","April","TSP","Nagaland","0.00","0.00"
"2013-14","April","UREA","Nagaland","150.00","0.00"
"2013-14","April","DAP","Odisha","6000.00","5503.85"
"2013-14","April","MAP","Odisha","0.00","0.00"
"2013-14","April","MOP","Odisha","3000.00","58.70"
"2013-14","April","NPK","Odisha","17500.00","7424.35"
"2013-14","April","SSP","Odisha","2000.00","5.25"
"2013-14","April","TSP","Odisha","0.00","0.00"
"2013-14","April","UREA","Odisha","10000.00","15207.70"
"2013-14","April","DAP","Pondicherry","150.00","0.00"
"2013-14","April","MAP","Pondicherry","0.00","0.00"
"2013-14","April","MOP","Pondicherry","250.00","0.00"
"2013-14","April","NPK","Pondicherry","900.00","160.00"
"2013-14","April","SSP","Pondicherry","50.00","0.00"
"2013-14","April","TSP","Pondicherry","0.00","0.00"
"2013-14","April","UREA","Pondicherry","1350.00","0.00"
"2013-14","April","DAP","Punjab","30000.00","35632.30"
"2013-14","April","MAP","Punjab","0.00","0.00"
"2013-14","April","MOP","Punjab","5000.00","4.15"
"2013-14","April","NPK","Punjab","10000.00","1671.30"
"2013-14","April","SSP","Punjab","5000.00","506.95"
"2013-14","April","TSP","Punjab","0.00","3355.30"
"2013-14","April","UREA","Punjab","120000.00","61935.40"
"2013-14","April","DAP","Rajasthan","8000.00","34093.55"
"2013-14","April","MAP","Rajasthan","0.00","0.00"
"2013-14","April","MOP","Rajasthan","2100.00","0.00"
"2013-14","April","NPK","Rajasthan","11900.00","438.65"
"2013-14","April","SSP","Rajasthan","25000.00","8720.10"
"2013-14","April","TSP","Rajasthan","0.00","3526.25"
"2013-14","April","UREA","Rajasthan","60050.00","44842.50"
"2013-14","April","DAP","Sikkim","0.00","0.00"
"2013-14","April","MAP","Sikkim","0.00","0.00"
"2013-14","April","MOP","Sikkim","0.00","0.00"
"2013-14","April","NPK","Sikkim","0.00","0.00"
"2013-14","April","SSP","Sikkim","0.00","0.00"
"2013-14","April","TSP","Sikkim","0.00","0.00"
"2013-14","April","UREA","Sikkim","0.00","0.00"
"2013-14","April","DAP","Tamil Nadu","19000.00","10586.40"
"2013-14","April","MAP","Tamil Nadu","0.00","0.00"
"2013-14","April","MOP","Tamil Nadu","18000.00","863.15"
"2013-14","April","NPK","Tamil Nadu","34230.00","18651.80"
"2013-14","April","SSP","Tamil Nadu","6000.00","3489.05"
"2013-14","April","TSP","Tamil Nadu","0.00","0.00"
"2013-14","April","UREA","Tamil Nadu","50000.00","7831.05"
"2013-14","April","DAP","Tripura","450.00","0.00"
"2013-14","April","MAP","Tripura","0.00","0.00"
"2013-14","April","MOP","Tripura","0.00","0.00"
"2013-14","April","NPK","Tripura","0.00","0.00"
"2013-14","April","SSP","Tripura","2600.00","23.25"
"2013-14","April","TSP","Tripura","0.00","0.00"
"2013-14","April","UREA","Tripura","2600.00","2154.50"
"2013-14","April","DAP","Uttar Pradesh","60000.00","65524.70"
"2013-14","April","MAP","Uttar Pradesh","0.00","0.00"
"2013-14","April","MOP","Uttar Pradesh","10000.00","15994.05"
"2013-14","April","NPK","Uttar Pradesh","50000.00","11045.25"
"2013-14","April","SSP","Uttar Pradesh","5000.00","1696.20"
"2013-14","April","TSP","Uttar Pradesh","0.00","16125.25"
"2013-14","April","UREA","Uttar Pradesh","250000.00","75436.30"
"2013-14","April","DAP","Uttaranchal","4000.00","313.20"
"2013-14","April","MAP","Uttaranchal","0.00","0.00"
"2013-14","April","MOP","Uttaranchal","500.00","0.00"
"2013-14","April","NPK","Uttaranchal","7500.00","1272.85"
"2013-14","April","SSP","Uttaranchal","1500.00","0.00"
"2013-14","April","TSP","Uttaranchal","0.00","0.00"
"2013-14","April","UREA","Uttaranchal","10000.00","5861.00"
"2013-14","April","DAP","West Bengal","19000.00","1119.01"
"2013-14","April","MAP","West Bengal","0.00","0.00"
"2013-14","April","MOP","West Bengal","10000.00","2251.65"
"2013-14","April","NPK","West Bengal","46250.00","11405.25"
"2013-14","April","SSP","West Bengal","17000.00","752.90"
"2013-14","April","TSP","West Bengal","0.00","7377.55"
"2013-14","April","UREA","West Bengal","55000.00","14327.58"
"2013-14","May","DAP","Andaman & Nicobar","0.00","0.00"
"2013-14","May","MAP","Andaman & Nicobar","0.00","0.00"
"2013-14","May","MOP","Andaman & Nicobar","0.00","0.00"
"2013-14","May","NPK","Andaman & Nicobar","0.00","0.00"
"2013-14","May","SSP","Andaman & Nicobar","0.00","0.00"
"2013-14","May","TSP","Andaman & Nicobar","0.00","0.00"
"2013-14","May","UREA","Andaman & Nicobar","0.00","0.00"
"2013-14","May","DAP","Andhra Pradesh","100000.00","39478.85"
"2013-14","May","MAP","Andhra Pradesh","0.00","0.00"
"2013-14","May","MOP","Andhra Pradesh","30000.00","23370.34"
"2013-14","May","NPK","Andhra Pradesh","168000.00","68395.41"
"2013-14","May","SSP","Andhra Pradesh","20000.00","8706.20"
"2013-14","May","TSP","Andhra Pradesh","0.00","0.00"
"2013-14","May","UREA","Andhra Pradesh","150000.00","112499.85"
"2013-14","May","DAP","Arunachal Pradesh","60.00","0.00"
"2013-14","May","MAP","Arunachal Pradesh","0.00","0.00"
"2013-14","May","MOP","Arunachal Pradesh","20.00","0.00"
"2013-14","May","NPK","Arunachal Pradesh","0.00","0.00"
"2013-14","May","SSP","Arunachal Pradesh","40.00","0.00"
"2013-14","May","TSP","Arunachal Pradesh","0.00","0.00"
"2013-14","May","UREA","Arunachal Pradesh","50.00","0.00"
"2013-14","May","DAP","Assam","3250.00","5013.95"
"2013-14","May","MAP","Assam","0.00","0.00"
"2013-14","May","MOP","Assam","7800.00","6362.40"
"2013-14","May","NPK","Assam","980.00","277.30"
"2013-14","May","SSP","Assam","10400.00","58.70"
"2013-14","May","TSP","Assam","0.00","0.00"
"2013-14","May","UREA","Assam","18850.00","5580.50"
"2013-14","May","DAP","Bihar","30000.00","13595.15"
"2013-14","May","MAP","Bihar","0.00","0.00"
"2013-14","May","MOP","Bihar","10000.00","2267.35"
"2013-14","May","NPK","Bihar","30000.00","3837.45"
"2013-14","May","SSP","Bihar","12000.00","93.65"
"2013-14","May","TSP","Bihar","0.00","7673.75"
"2013-14","May","UREA","Bihar","80000.00","35553.55"
"2013-14","May","DAP","Chandigarh","0.00","0.00"
"2013-14","May","MAP","Chandigarh","0.00","0.00"
"2013-14","May","MOP","Chandigarh","0.00","0.00"
"2013-14","May","NPK","Chandigarh","0.00","0.00"
"2013-14","May","SSP","Chandigarh","0.00","0.00"
"2013-14","May","TSP","Chandigarh","0.00","0.00"
"2013-14","May","UREA","Chandigarh","0.00","0.00"
"2013-14","May","DAP","Chattishgarh","18000.00","25737.80"
"2013-14","May","MAP","Chattishgarh","0.00","0.00"
"2013-14","May","MOP","Chattishgarh","5000.00","6309.85"
"2013-14","May","NPK","Chattishgarh","18000.00","15917.25"
"2013-14","May","SSP","Chattishgarh","20000.00","9049.31"
"2013-14","May","TSP","Chattishgarh","0.00","3858.25"
"2013-14","May","UREA","Chattishgarh","61000.00","43154.90"
"2013-14","May","DAP","Dadra & Nagar Haveli","100.00","0.00"
"2013-14","May","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","May","MOP","Dadra & Nagar Haveli","5.00","0.00"
"2013-14","May","NPK","Dadra & Nagar Haveli","14.00","0.40"
"2013-14","May","SSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","May","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","May","UREA","Dadra & Nagar Haveli","90.00","16.95"
"2013-14","May","DAP","Daman & Diu","20.00","0.00"
"2013-14","May","MAP","Daman & Diu","0.00","0.00"
"2013-14","May","MOP","Daman & Diu","10.00","0.00"
"2013-14","May","NPK","Daman & Diu","0.00","0.00"
"2013-14","May","SSP","Daman & Diu","0.00","0.00"
"2013-14","May","TSP","Daman & Diu","0.00","0.00"
"2013-14","May","UREA","Daman & Diu","30.00","0.00"
"2013-14","May","DAP","Delhi","200.00","0.00"
"2013-14","May","MAP","Delhi","0.00","0.00"
"2013-14","May","MOP","Delhi","0.00","0.00"
"2013-14","May","NPK","Delhi","100.00","0.00"
"2013-14","May","SSP","Delhi","0.00","0.00"
"2013-14","May","TSP","Delhi","0.00","0.00"
"2013-14","May","UREA","Delhi","400.00","0.00"
"2013-14","May","DAP","Goa","100.00","0.00"
"2013-14","May","MAP","Goa","0.00","0.00"
"2013-14","May","MOP","Goa","20.00","0.00"
"2013-14","May","NPK","Goa","500.00","0.00"
"2013-14","May","SSP","Goa","0.00","0.00"
"2013-14","May","TSP","Goa","0.00","0.00"
"2013-14","May","UREA","Goa","300.00","0.00"
"2013-14","May","DAP","Gujarat","75000.00","20329.24"
"2013-14","May","MAP","Gujarat","0.00","0.00"
"2013-14","May","MOP","Gujarat","11000.00","3284.10"
"2013-14","May","NPK","Gujarat","56000.00","28508.25"
"2013-14","May","SSP","Gujarat","25000.00","3793.65"
"2013-14","May","TSP","Gujarat","0.00","6313.85"
"2013-14","May","UREA","Gujarat","150000.00","16074.71"
"2013-14","May","DAP","Harayana","30000.00","38384.75"
"2013-14","May","MAP","Harayana","0.00","0.00"
"2013-14","May","MOP","Harayana","5000.00","0.00"
"2013-14","May","NPK","Harayana","5000.00","1377.20"
"2013-14","May","SSP","Harayana","10000.00","2998.10"
"2013-14","May","TSP","Harayana","0.00","0.00"
"2013-14","May","UREA","Harayana","120000.00","83293.10"
"2013-14","May","DAP","Himachal Pradesh","0.00","0.00"
"2013-14","May","MAP","Himachal Pradesh","0.00","0.00"
"2013-14","May","MOP","Himachal Pradesh","50.00","0.00"
"2013-14","May","NPK","Himachal Pradesh","2500.00","8.00"
"2013-14","May","SSP","Himachal Pradesh","30.00","0.00"
"2013-14","May","TSP","Himachal Pradesh","0.00","0.00"
"2013-14","May","UREA","Himachal Pradesh","5000.00","565.00"
"2013-14","May","DAP","Jammu & Kashmir","8000.00","5083.75"
"2013-14","May","MAP","Jammu & Kashmir","0.00","0.00"
"2013-14","May","MOP","Jammu & Kashmir","1200.00","1018.80"
"2013-14","May","NPK","Jammu & Kashmir","0.00","0.00"
"2013-14","May","SSP","Jammu & Kashmir","0.00","0.00"
"2013-14","May","TSP","Jammu & Kashmir","0.00","0.00"
"2013-14","May","UREA","Jammu & Kashmir","12000.00","7295.20"
"2013-14","May","DAP","Jharkhand","7500.00","104.95"
"2013-14","May","MAP","Jharkhand","0.00","0.00"
"2013-14","May","MOP","Jharkhand","2500.00","0.00"
"2013-14","May","NPK","Jharkhand","10000.00","3.70"
"2013-14","May","SSP","Jharkhand","5000.00","35.45"
"2013-14","May","TSP","Jharkhand","0.00","0.00"
"2013-14","May","UREA","Jharkhand","30000.00","3156.80"
"2013-14","May","DAP","Karnataka","85000.00","7359.65"
"2013-14","May","MAP","Karnataka","0.00","0.00"
"2013-14","May","MOP","Karnataka","40000.00","13254.25"
"2013-14","May","NPK","Karnataka","102000.00","41251.45"
"2013-14","May","SSP","Karnataka","5600.00","2326.05"
"2013-14","May","TSP","Karnataka","0.00","11905.40"
"2013-14","May","UREA","Karnataka","80000.00","59712.07"
"2013-14","May","DAP","Kerala","2000.00","4500.75"
"2013-14","May","MAP","Kerala","0.00","0.00"
"2013-14","May","MOP","Kerala","10000.00","2557.30"
"2013-14","May","NPK","Kerala","14000.00","13412.96"
"2013-14","May","SSP","Kerala","100.00","38.00"
"2013-14","May","TSP","Kerala","0.00","3156.75"
"2013-14","May","UREA","Kerala","12000.00","1960.40"
"2013-14","May","DAP","Lakshadeeep","0.00","0.00"
"2013-14","May","MAP","Lakshadeeep","0.00","0.00"
"2013-14","May","MOP","Lakshadeeep","0.00","0.00"
"2013-14","May","NPK","Lakshadeeep","0.00","0.00"
"2013-14","May","SSP","Lakshadeeep","0.00","0.00"
"2013-14","May","TSP","Lakshadeeep","0.00","0.00"
"2013-14","May","UREA","Lakshadeeep","0.00","0.00"
"2013-14","May","DAP","Madhya Pradesh","59400.00","69404.40"
"2013-14","May","MAP","Madhya Pradesh","0.00","0.00"
"2013-14","May","MOP","Madhya Pradesh","14400.00","7340.05"
"2013-14","May","NPK","Madhya Pradesh","59400.00","33288.45"
"2013-14","May","SSP","Madhya Pradesh","34840.00","143991.66"
"2013-14","May","TSP","Madhya Pradesh","0.00","8443.85"
"2013-14","May","UREA","Madhya Pradesh","105000.00","68221.15"
"2013-14","May","DAP","Maharastra","154300.00","44869.96"
"2013-14","May","MAP","Maharastra","0.00","0.00"
"2013-14","May","MOP","Maharastra","48800.00","6146.95"
"2013-14","May","NPK","Maharastra","154400.00","70046.76"
"2013-14","May","SSP","Maharastra","81300.00","25770.86"
"2013-14","May","TSP","Maharastra","0.00","0.00"
"2013-14","May","UREA","Maharastra","252300.00","121388.43"
"2013-14","May","DAP","Manipur","450.00","0.00"
"2013-14","May","MAP","Manipur","0.00","0.00"
"2013-14","May","MOP","Manipur","300.00","0.00"
"2013-14","May","NPK","Manipur","0.00","0.00"
"2013-14","May","SSP","Manipur","100.00","0.00"
"2013-14","May","TSP","Manipur","0.00","0.00"
"2013-14","May","UREA","Manipur","5400.00","0.00"
"2013-14","May","DAP","Megalaya","250.00","0.00"
"2013-14","May","MAP","Megalaya","0.00","0.00"
"2013-14","May","MOP","Megalaya","30.00","0.00"
"2013-14","May","NPK","Megalaya","0.00","0.00"
"2013-14","May","SSP","Megalaya","500.00","0.00"
"2013-14","May","TSP","Megalaya","0.00","0.00"
"2013-14","May","UREA","Megalaya","350.00","0.00"
"2013-14","May","DAP","Mizoram","700.00","0.00"
"2013-14","May","MAP","Mizoram","0.00","0.00"
"2013-14","May","MOP","Mizoram","550.00","0.00"
"2013-14","May","NPK","Mizoram","0.00","0.00"
"2013-14","May","SSP","Mizoram","720.00","0.00"
"2013-14","May","TSP","Mizoram","0.00","0.00"
"2013-14","May","UREA","Mizoram","1350.00","0.00"
"2013-14","May","DAP","Nagaland","100.00","0.00"
"2013-14","May","MAP","Nagaland","0.00","0.00"
"2013-14","May","MOP","Nagaland","30.00","0.00"
"2013-14","May","NPK","Nagaland","0.00","0.00"
"2013-14","May","SSP","Nagaland","40.00","0.00"
"2013-14","May","TSP","Nagaland","0.00","0.00"
"2013-14","May","UREA","Nagaland","150.00","0.00"
"2013-14","May","DAP","Odisha","12000.00","6232.00"
"2013-14","May","MAP","Odisha","0.00","0.00"
"2013-14","May","MOP","Odisha","8000.00","856.15"
"2013-14","May","NPK","Odisha","30500.00","7563.65"
"2013-14","May","SSP","Odisha","2500.00","276.25"
"2013-14","May","TSP","Odisha","0.00","0.00"
"2013-14","May","UREA","Odisha","25000.00","30080.65"
"2013-14","May","DAP","Pondicherry","250.00","0.00"
"2013-14","May","MAP","Pondicherry","0.00","0.00"
"2013-14","May","MOP","Pondicherry","350.00","25.00"
"2013-14","May","NPK","Pondicherry","930.00","87.00"
"2013-14","May","SSP","Pondicherry","70.00","0.00"
"2013-14","May","TSP","Pondicherry","0.00","0.00"
"2013-14","May","UREA","Pondicherry","1900.00","200.00"
"2013-14","May","DAP","Punjab","100000.00","37185.45"
"2013-14","May","MAP","Punjab","0.00","0.00"
"2013-14","May","MOP","Punjab","5000.00","0.00"
"2013-14","May","NPK","Punjab","8000.00","1584.90"
"2013-14","May","SSP","Punjab","5000.00","3412.05"
"2013-14","May","TSP","Punjab","0.00","3355.30"
"2013-14","May","UREA","Punjab","430000.00","66395.25"
"2013-14","May","DAP","Rajasthan","36000.00","35690.40"
"2013-14","May","MAP","Rajasthan","0.00","0.00"
"2013-14","May","MOP","Rajasthan","2560.00","0.00"
"2013-14","May","NPK","Rajasthan","13300.00","693.50"
"2013-14","May","SSP","Rajasthan","35000.00","13255.70"
"2013-14","May","TSP","Rajasthan","0.00","3526.25"
"2013-14","May","UREA","Rajasthan","75720.00","43431.80"
"2013-14","May","DAP","Sikkim","0.00","0.00"
"2013-14","May","MAP","Sikkim","0.00","0.00"
"2013-14","May","MOP","Sikkim","0.00","0.00"
"2013-14","May","NPK","Sikkim","0.00","0.00"
"2013-14","May","SSP","Sikkim","0.00","0.00"
"2013-14","May","TSP","Sikkim","0.00","0.00"
"2013-14","May","UREA","Sikkim","0.00","0.00"
"2013-14","May","DAP","Tamil Nadu","25000.00","13558.80"
"2013-14","May","MAP","Tamil Nadu","0.00","0.00"
"2013-14","May","MOP","Tamil Nadu","28000.00","4267.35"
"2013-14","May","NPK","Tamil Nadu","40180.00","21738.82"
"2013-14","May","SSP","Tamil Nadu","6000.00","4697.05"
"2013-14","May","TSP","Tamil Nadu","0.00","0.00"
"2013-14","May","UREA","Tamil Nadu","60000.00","7719.65"
"2013-14","May","DAP","Tripura","450.00","0.00"
"2013-14","May","MAP","Tripura","0.00","0.00"
"2013-14","May","MOP","Tripura","2500.00","0.00"
"2013-14","May","NPK","Tripura","0.00","0.00"
"2013-14","May","SSP","Tripura","2600.00","23.25"
"2013-14","May","TSP","Tripura","0.00","0.00"
"2013-14","May","UREA","Tripura","5200.00","2154.50"
"2013-14","May","DAP","Uttar Pradesh","80000.00","96580.08"
"2013-14","May","MAP","Uttar Pradesh","0.00","0.00"
"2013-14","May","MOP","Uttar Pradesh","10000.00","15854.85"
